"ID","EMPRESA","FECHA_DOCUMENTO","REFERENCIA_DOCUMENTO","NUMERO_DOCUMENTO","MONEDA","TIPO_CAMBIO","DEBITO_CREDITO","CUENTA_CONTABLE","CODIGO_PROVEEDOR","IMPORTE","SUCURSAL","CONDICION_PAGO","FECHA_VENCIMIENTO","BLOQUEO_PAGO","SISTEMA_ORIGEN","FECHA_ENVIO","FECHA_CONTABLE","CLASE_DOCUMENTO","NUMERO_REFERENCIA","CENTRO_COSTO","CENTRO_BENEFICIO","NUMERO_UUID","FLAG_ENVIADO","FECHA_RECEPCION","","ORIGEN_ETL","IdPeriodo"
"7D284FA7-D2AE-494C-B55D-7D22F119CBDC","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","17685",596.35,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"6",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
CC6D9DF2-2085-45D6-B1D1-B0532315A2D6,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","17685",95.42,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"6",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"06D56F7D-0FCE-4845-9732-4CAE0943EDEE","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","18204",17468.34,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"6",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"0F4D8921-F76E-4FC0-AF9A-0100463EC471","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","18204",15058.92,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"6",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
B71A0245-0C74-47E0-BF56-46340779AC76,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","18204",2409.42,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"6",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
F108FF3D-A38A-417A-AE6B-7EA0E9A7AC6E,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","24489",18077.05,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"7",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"05D53ED1-CEF4-442B-8548-BC5D6FB0DD4E","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","24489",15583.67,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"7",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
F6752006-819A-41AA-96A4-90AAF161789D,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","24489",2493.38,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"7",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
A2127635-E2B0-4F5B-BB27-2FADFCA1C6BE,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","34801",1233.37,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"8",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"5BCF11B5-BBE4-43EA-A20A-DD2B1372B5E5","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","34801",1063.25,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"8",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
EEFD85FD-D5AC-4D1F-9A1F-5E11D2ACE9F3,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","34801",170.12,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"8",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
E396FC70-C4C7-4C48-8DE3-DB51CEAD3D33,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","41590",15324.88,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"10",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"1211A9EB-E0B7-4D4E-9D68-F600B1D4E9A4","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","41590",13211.10,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"10",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"0A5E58FA-DB6B-4CA2-9979-FD4418426CC5","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","41590",2113.78,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"10",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"5A741592-EDFB-49BB-B902-6157D0FE45D6","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","64345",2031.44,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"10",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"947E42DF-97CD-44FB-866C-10D5705DDB95","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","64345",1751.24,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"10",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
A28F6363-0BA5-4A1F-B634-B6BEFDB12C66,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","64345",280.20,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"10",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"91C1268C-E968-4567-9C55-C4B32A4C6B43","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","80622",34164.38,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"12",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"118C74BB-0276-4077-B5DD-CEF62716F954","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","80622",29452.05,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"12",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
B526AAE5-B1C9-44F2-93F5-4EC010E81D45,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","80622",4712.33,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"12",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
AC9E6E74-A822-466A-BD59-8DB0396C9304,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","93021",7431.92,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"12",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"2D7ACBED-2476-4331-AEA0-D9744B442018","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","93021",6406.83,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"12",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"793EFEAA-CB83-45DC-8E35-824CA92A4E1F","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","93021",1025.09,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"12",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"736533D0-24CA-412C-9363-03A66810948B","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","96834",8139.72,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"12",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
D0866551-C886-42DC-AD65-C3E90D38D623,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","96834",7017.00,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"12",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"66B0FF5D-B0C5-4929-9CBD-7E8F9DE9D316","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","96834",1122.72,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"12",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
C3BAD424-8B46-4B22-A4B6-463E8F1DFE4C,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","147868",45279.06,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"12",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
D428125A-9C7D-4CBF-94CA-01BDB69D222A,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","147868",39033.68,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"12",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
DFC29B6C-B6C4-4687-B2EC-1ADE68D07094,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","147868",6245.38,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"12",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
DC195B01-3378-44D6-82F4-D860F467F3B1,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","163832",23664.59,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"12",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"8106F4CC-88C0-46F2-9663-087A21EF00A8","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","163832",20400.51,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"12",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"019C3CF5-68DC-451C-8379-301BE13AF041","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","163832",3264.08,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"12",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
F5C31068-F753-4987-84A9-180E994205D4,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","206466",940.78,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"13",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"70E9F5E2-55B3-49A9-BEB0-2DA5FB246FFD","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","206466",811.02,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"13",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
D1BDEC85-099A-4CC3-8137-858A915C7C87,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","206466",129.76,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"13",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"593BD388-897C-45A4-8D29-0C3BC1E1D2D7","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","207472",5894.61,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"14",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"244011DA-F7EE-4EFE-BC1E-B5076B6BC239","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","207472",5081.56,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"14",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"13334CE0-68DA-46B4-B798-4C54860CB0BF","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","207472",813.05,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"14",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"55378775-6796-49FB-9B9A-CD42E615963B","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","250053",5508.67,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"14",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"832B50BA-0A62-41E2-96C0-21C79E2284D0","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","250053",4748.85,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"14",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"20D82592-5ED2-485C-A38D-C8F3BD71CDE6","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","250053",759.82,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"14",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
A9AA64AA-0538-4216-8132-B7BE17159EDC,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","250058",3723.22,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"15",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
C62926D5-ED34-424B-8003-E45961B45EF9,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","250058",3209.67,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"15",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"35298AFD-3EBC-4CC9-953D-F6B51470F9FE","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","250058",513.55,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"15",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
A2DF23BF-BEA6-4D57-8306-02C5D6BF796E,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","250061",19816.51,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"15",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
FDD52751-2D5F-4708-BC88-53BB1E026334,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","250061",17083.20,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"15",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
EAA329A0-035B-4084-A4BB-92BC01ECAB56,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","250061",2733.31,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"15",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"16D7AD1F-89B5-46AD-8379-9A24E6EC62EE","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","250099",5251.61,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"16",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"4F984216-EB4C-468F-8FFD-9757D1901072","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","250099",4527.25,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"16",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"57643406-0D6C-460D-908B-77BA09F9B7D3","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","250099",724.36,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"16",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"7C8B162E-DA66-4327-97FD-E4173DBAE1A4","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","250127",30747.81,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"19",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"7914E264-CF32-46B2-918C-67721679495A","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","250127",26506.73,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"19",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"710E4EE7-9462-40E0-A602-24324A917ADC","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","250127",4241.08,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"19",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"8B9C1A47-4D4B-4B53-8583-F49F160D3186","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","250132",18149.67,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"19",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
D35A2A61-59ED-43E7-A84C-8541A46E45BD,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","250132",15646.27,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"19",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
B81CB5CE-BA88-4615-8BF1-A1790C827C1D,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","250132",2503.40,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"19",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"787F3A04-5704-4C03-9222-5D2A512852E0","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","250152",741.89,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"19",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"3F6AEAFC-D466-482F-AEE1-14857116B337","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","250152",639.56,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"19",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"3EE03902-67E5-4A2C-8E66-0A5A79BC2013","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","250152",102.33,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"19",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
F8AE9316-7A40-4127-ABFF-80DB42CDCF1D,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","250193",4106.61,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"20",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
C81DCCDE-EC44-4850-B079-D7A3A7F82A57,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","250193",3540.18,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"20",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"8ABBB92A-779E-4207-BB46-27924C46ADD3","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","250193",566.43,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"20",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
FB83F972-F5A5-42C2-887D-EA25D5AB7FBC,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","250250",18089.16,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"20",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
E2BB7554-90B5-4CDC-BC49-44AC6FD87264,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","250250",15594.11,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"20",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"49F5972C-DAA3-4BF9-A780-0077D38A3D4F","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","250250",2495.05,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"20",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"19442897-BCA4-434A-AC59-32580223C0AC","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","250259",23516.99,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"20",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"3576338F-E19C-4F9E-8F44-999F04A922D5","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","250259",20273.27,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"20",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
